zbMATH_ID,Title,Abstract/Review/Summarry,Authors,Keywords,MSCs,Full text link,References
a''," Proc. Indian Aca""",,,,,,
3519116,Some properties of stable rank-2 vector bundles on \(\mathbb{P}_n\),['No review or Abstract available'],"['Barth, W.']","['stable vector bundle', 'Grassmannian']","[{'code': '32L05', 'scheme': 'msc2020', 'text': 'Holomorphic bundles and generalizations'}, {'code': '14F05', 'scheme': 'msc2010', 'text': 'Sheaves, derived categories of sheaves, etc.'}, {'code': '14M15', 'scheme': 'msc2020', 'text': 'Grassmannians, Schubert varieties, flag manifolds'}]",['10.1007/BF01360864'],"['Brieskorn, E.: Ãœber holomorpheP n -BÃ¼ndel Ã¼berP 1. Math. Ann.157, 343-357 (1965)', 'Grauert, H., MÃ¼lich, G.: VektorbÃ¼ndel vom Rang 2 Ã¼ber demn-dimensionalen komplex-projektiven Raum. Manuscr. math.16, 75-100 (1975)', 'Grothendieck, A.: Sur la classification des fibrÃ©s holomorphes sur la sphÃ¨re de Riemann. Amer. J. Math.79, 121-138 (1956)', 'Hirzebruch, F.: Topological methods in algebraic geometry. Gundl. Math. Wissensch. Band 131. Third edition. Berlin, Heidelberg, New York: Springer 1966', 'Horrocks, G.: Vector bundles on the punctured spectrum of a local ring. Proc. London Math. Soc.14, 689-713 (1964)', 'Jessop, C.M.: A treatise on the line complex. Cambridge: Cambridge University Press 1903', 'Langton, S.G.: Valuation criteria for families of vector bundles on algebraic varietes. Ann. of Math.101, 88-110 (1975)', 'Maruyama, M.: On a family of algebraic vector bundles. Akizuki volume. Kinokuniya, Tokio 95-146 (1973)', 'Maruyama, M.: Stable vector bundles on an algebraic surface. Nagoya Math. J.58, 25-68 (1975)', 'Riemenschneider, O.: Ãœber die Anwendung algebraischer Methoden in der Deformationstheorie komplexer RÃ¤ume. Math. Ann.187, 40-55 (1970)', 'Schwarzenberger, R.L.E.: Vector bundles on algebraic surfaces. Proc. London Math. Soc.11, 601-622 (1961)', 'Schwarzenberger, R.L.E.: Vector bundles on the projective plane. Proc. London Math. Soc.11, 623-640 (1961)', 'Takemoto, F.: Stable vector bundles on algebraic surfaces. Nagoya Math. J.47, 29-48 (1972)', 'Van de Ven, A.: On uniform vector bundles. Math. Ann.195, 245-248 (1972)']"
3537823,On linear planes,['No review or Abstract available'],"['Sathaye, Avinash']",No keywords available,"[{'code': '14J25', 'scheme': 'msc2020', 'text': 'Special surfaces'}]",['10.2307/2041561'],"['Shreeram S. Abhyankar, William Heinzer, and Paul Eakin, On the uniqueness of the coefficient ring in a polynomial ring, J. Algebra 23 (1972), 310 -- 342.', 'Shreeram S. Abhyankar and Tzuong Tsieng Moh, Embeddings of the line in the plane, J. Reine Angew. Math. 276 (1975), 148 -- 166.', 'Peter Russell, Simple birational extensions of two dimensional affine rational domains, Compositio Math. 33 (1976), no. 2, 197 -- 208.']"
3541568,SphÃ¤ren mit wenigen Ecken,['No review or Abstract available'],"['Kleinschmidt, Peter']",No keywords available,"[{'code': '52Bxx', 'scheme': 'msc2020', 'text': 'Polytopes and polyhedra'}]",['10.1007/BF02414895'],"['Barnette, D.:Diagrams and Schlegel Diagrams, Combinatorial Structures and their Applications, New York, 1970, pp. 1--4.', 'GrÃ¼nbaum, B.:Convex Polytopes, Interscience Publishers, New York, 1967.', ""GrÃ¼nbaum, B.: 'Polytopes, Graphs and Complexes',Bull. Am. Math. Soc. (1970), 1131--1201."", ""GrÃ¼nbaum, B. und Sreedharan, V. P.: 'An Enumeration of Simplicial 4-Polytopes with 8 Vertices',Journ. of Comb. Theo. 2 (1967), 437--465."", 'Hudson, J. F. P.:Piecewise Linear Topology, University of Chicago Lecture Notes, W.A. Benjamin, New York, 1969.', ""Mani, P.: 'Spheres with Few Vertices',Journ. of Comb. Theo. (A) 13 (1972), 346--352."", 'Pachner, U.:Nichtsimpliziale Zerlegungen von PL-Mannigfaltigkeiten, Ruhr-UniversitÃ¤t-Bochum, 1974, erscheint demnÃ¤chst.', ""Shephard, G. C.: 'Sections and Projections of Convex Polytopes',Mathematika 19 (1972), 144--162."", ""Steinitz, E.: 'Polyeder und Raumeinteilungen',Enzykl. math. Wiss. 3 (Geometrie), Teil 3AB12, (1922), 1--139.""]"
3542770,On the mapping problem for algebraic real hypersurfaces,['No review or Abstract available'],"['Webster, S. M.']",No keywords available,"[{'code': '32H99', 'scheme': 'msc2020', 'text': 'Holomorphic mappings and correspondences'}, {'code': '32A07', 'scheme': 'msc2010', 'text': 'Special domains in \\({\\mathbb C}^n\\) (Reinhardt, Hartogs, circular, tube)'}, {'code': '14E05', 'scheme': 'msc2020', 'text': 'Rational and birational maps'}]",['10.1007/BF01390203'],"['Fefferman, C.: The Bergman kernel and biholomorphic mappings of pseudoconvex domains. Invent. Math.26, 1-65 (1974)', 'PoincarÃ©, H.: Les fonctions analytic de deux variables et la reprÃ©sentation conforme. Rend. Circ. Mat. Palermo 185-220 (1907)', 'Segre, B.: Intorno al problem di PoincarÃ© della rappresentazione pseudo-conform. Rend. Acc. Lincei13, 676-683, I (1931)', 'Serre, J.P.: Faisceaux AlgÃ©brique CohÃ©rents. Ann. of Math.61, 197-278 (1955)']"
3545808,Formal groups arising from algebraic varieties,['No review or Abstract available'],"['Artin, M.', 'Mazur, B.']",No keywords available,"[{'code': '14L05', 'scheme': 'msc2020', 'text': 'Formal groups, \\(p\\)-divisible groups'}, {'code': '14C22', 'scheme': 'msc2020', 'text': 'Picard groups'}, {'code': '14F99', 'scheme': 'msc2020', 'text': '(Co)homology theory in algebraic geometry'}]",['10.24033/asens.1322'],"['M. ARTIN and B. WYMAN , Autoduality of the Jacobian , Bowdoin College, 1967 (mimeographed notes).', 'M. ARTIN , Algebraization of Formal Moduli I (Global Analysis, Tokyo, 1969 ). MR 41 #5369 | Zbl 0205.50402', 'M. ARTIN , Versal Deformations and Algebraic Stacks (Invent. Math., Vol. 27, 1974 , pp. 165-189). MR 53 #2945 | Zbl 0317.14001', ""M. ARTIN , Supersingular K 3 Surfaces (Annales Sc. de l'Ã‰c. Norm. Sup. 4e sÃ©rie, T. 7, fasc. 4, 1974 , pp. 543-568). Numdam | MR 51 #8116 | Zbl 0322.14014"", 'P. BERTHELOT , Cohomologie cristalline des schÃ©mas de caractÃ©ristique p &gt; 0 (Lect. Notes in Math., N^\\circ 107, Springer, Berlin, 1974 ). MR 52 #5676 | Zbl 0298.14012', 'P. BERTHELOT , Slopes of Frobenius in Crystalline Cohomology (Proceedings of Symposia in Pure Mathematics, Vol. 29, Algebraic Geometry, Arcata 1974 , A.M.S., Providence, 1975 , pp. 315-328). MR 52 #3167 | Zbl 0323.14008', 'S. BLOCH , Algebraic K-theory and Crystalline Cohomology (to appear in Publ. Math. Inst. Ã‰tudes Sc.). Numdam | Zbl 0388.14010', 'N. BOURBAKI , Ã‰lÃ©ments de MathÃ©matique (AlgÃ¨bre commutative, chap. III, Hermann, Paris, 1961 ). Zbl 0119.03603', 'P. CARTIER , Modules associÃ©s Ã un groupe formel commutatif . Courbes typiques (Comptes rendus, T. 265, sÃ©rie A, 1967 , pp. 129-132). MR 36 #1449 | Zbl 0168.27502', 'P. CARTIER , RelÃ¨vement des groupes formels commutatifs (SÃ©minaire Bourbaki, N^\\circ 359, 1969 ). Numdam | Zbl 0215.37401', 'M. DEMAZURE , Lectures on p-divisible Groups (Lecture Notes in Math., N^\\circ 302, Springer, Berlin, 1972 ). MR 49 #9000 | Zbl 0247.14010', 'M. DEMAZURE et P. GABRIEL , Groupes algÃ©briques , I, North Holland, Amsterdam, 1970 . Zbl 0203.23401', 'J. DIEUDONNÃ‰ , Lie Groups and Lie Hyperalgebras over a Field of Characteristic p &gt; 0 (Amer. J. Math., Vol. 77, 1955 , pp. 218-244). MR 16,789f | Zbl 0064.25504', 'M. GREENBERG , Rational Points in Henselian Discrete Valuation Rings (Publ. Math. Inst. Hautes Ã‰tudes Scientifiques, N^\\circ 23, 1964 ). Numdam', 'A. GROTHENDIECK , Le groupe de Brauer III, Dix exposÃ©s sur la cohomologie des schÃ©mas , North Holland Amsterdam, 1968 .', 'A. GROTHENDIECK , Fondements de GÃ©omÃ©trie algÃ©brique (mimeographed notes).', 'A. GROTHENDIECK , RevÃªtements Ã©tales et groupes fondamentaux (SGA I) (Lectures Notes in Math., N^\\circ 224, Springer, Berlin, 1971 ). MR 50 #7129 | Zbl 0234.14002', 'A. GROTHENDIECK , Groupes de monodromie en gÃ©omÃ©trie algÃ©brique (Lectures Notes in Math. SGA 7 I, N^\\circ 288, Springer, Berlin, 1972 , SGA 7 II, N^\\circ 340, Springer, Berlin, 1973 ). MR 50 #7134', 'A. GROTHENDIECK et J. DIEUDONNÃ‰ , Ã‰lÃ©ments de gÃ©omÃ©trie algÃ©brique (Publ. Math. Inst. Ã‰tudes Sc., 1960 - 1968 ). Numdam', 'J. I. IGUSA , Betti and Picard Numbers of Abstract Algebraic Surfaces (Proc. Nat. Acad. Sc., Vol. 46, 1960 , pp. 724-726). MR 22 #9496 | Zbl 0099.16402', 'L. ILLUSIE , Complexe cotangent et dÃ©formations I, II (Lectures Notes in Math., N^\\circ 239-283, Springer, Berlin, 1971 - 1972 ). MR 58 #10886a | Zbl 0224.13014', 'N. KATZ and W. MESSING , Some Consequences of the Riemann Hypothesis for Varieties over Finite Fields (Invent. Math., Vol. 23, 1974 , pp. 73-77). MR 48 #11117 | Zbl 0275.14011', 'N. KOBLITZ , p-adic Variation of the zeta Function (Compositio Math., Vol. 31, 1972 , pp. 119-218). Numdam | MR 54 #2658 | Zbl 0332.14008', 'M. LAZARD , Commutative Formal Groups (Lecture Notes in Math., N^\\circ 443, Springer, Berlin, 1975 ). MR 52 #13861 | Zbl 0304.14027', 'Ju. MANIN , The Theory of Commutative Formal Groups Over Fields of Finite Characteristic (Russ. Math. Surv., Vol. 18, 1963 , pp. 1-80 ; Usp. Mat. Nauk, Vol. 18, 1963 , pp. 3-90). MR 28 #1200 | Zbl 0128.15603', 'B. MAZUR , Frobenius and the Hodge Filtration (Bull, A.M.S., Vol. 78, 1972 , pp. 653-667). Article | MR 48 #8507 | Zbl 0258.14006', 'B. MAZUR , Frobenius and the Hodge Filtration (estimates) (Annals of Math., Vol. 98, 1973 , pp. 58-95). MR 48 #297 | Zbl 0261.14005', 'B. MAZUR and W. MESSING , Universal Extensions and One-Dimensional Crystalline Cohomology (Springer Lecture Notes, N^\\circ 370, 1974 ). MR 51 #10350 | Zbl 0301.14016', 'W. MESSING , The Crystals Associated to Barsotti-Tate Groups (Lecture Notes in Math., N^\\circ 264, Springer, Berlin, 1972 ). MR 50 #337 | Zbl 0243.14013', 'M. SCHLESSINGER , Functors of Artin Rings (Trans. A.M.S., Vol. 130, 1968 ). MR 36 #184 | Zbl 0167.49503', 'J.-P. SERRE , Sur la topologie des variÃ©tÃ©s algÃ©briques en caractÃ©ristique p (Symposium Internacional de topologia Algebraica, 1958 , pp. 24-53). MR 20 #4559 | Zbl 0098.13103', 'J.-P. SERRE , Sur les groupes de Galois attachÃ©s aux groupes p-divisibles (Proc. of a conference of Loca Fields, published by Springer, Berlin, 1967 , pp. 118-131). MR 39 #4166 | Zbl 0189.02901', 'T. SHIODA , Algebraic cycles on certain K 3 surfaces in characteristic p (to appear). Zbl 0311.14007', 'J. TATE , p-divisible groups (Proc. of a conference of Local Fields, published by Springer, Berlin, 1967 , pp. 158-183). MR 38 #155 | Zbl 0157.27601', 'J. MILNE , Duality in the flat cohomology of a surface (Ann. scient. Ã‰c. Norm. Sup., 4e sÃ©rie, t. 9, 1976 , pp. 171-202). Numdam | MR 57 #325 | Zbl 0334.14010']"
3595379,The arithmetic theory of loop algebras,['No review or Abstract available'],"['Garland, Howard']",No keywords available,"[{'code': '17B65', 'scheme': 'msc2020', 'text': 'Infinite-dimensional Lie (super)algebras'}]",['10.1016/0021-8693(78)90294-6'],"['Bourbaki, N, Groupes et algÃ¨bres de Lie, (1968), Hermann Paris, Chap. 4-6', 'Garland, H; Lepowsky, J, Lie algebra homology and the Macdonald-Kac formulas, Invent. math., 34, 37-76, (1976)', 'Garland, H; Raghunathan, M.S, A Bruhat decomposition for the loop space of a compact group: a new approach to results of Bott, (), 4716-4717', 'Jacobson, N, Lie algebras, (1962), Wiley New York', 'Kac, V.G; Kac, V.G, Simple irreducible graded Lie algebras of finite growth, Izv. akad. nauk SSSR, Math. USSR-izv., 2, 1271-1311, (1968), English translation', ""Kac, V.G; Kac, V.G, Infinite-dimensional Lie algebras and Dedekind's Î·-function, Funkcional. anal. i priloÅ¾en, Functional anal. appl., 8, 68-70, (1974), English translation"", 'Kostant, B, Groups over $Z$, (), 90-98', 'Moody, R.V, A new class of Lie algebras, J. algebra, 10, 211-230, (1968)', 'Moody, R.V, Euclidean Lie algebras, Canad. J. math., 21, 1432-1454, (1969)', 'Serre, J.-P, AlgÃ¨bres de Lie semi-simples complexes, (1966), Benjamin New York', 'Steinberg, R, Lectures on Chevalley groups, Yale university mimeographed notes, (1967)']"
3611474,Syzygies des variÃ©tÃ©s dÃ©terminantales,['No review or Abstract available'],"['Lascoux, Alain']","['Locally a Complete Intersection', 'Minimal Free Resolution of All The Determinantal Ideals', 'Embedding']","[{'code': '14M12', 'scheme': 'msc2020', 'text': 'Determinantal varieties'}, {'code': '51M35', 'scheme': 'msc2020', 'text': 'Synthetic treatment of fundamental manifolds in projective geometries (Grassmannians, Veronesians and their generalizations)'}]",['10.1016/0001-8708(78)90037-3'],"['Buchsbaum, D.A; Eisenbud, D, Generic free resolutions and a family of generically perfect ideals, Advances in math., 18, 245-301, (1975)', 'Bott, R, Homogeneous vector bundles, Ann. of math., 66, 203-248, (1957)', 'De Concini, C; Procesi, C, A characteristic free approach to invariant theory, Advances in math., 21, 330-354, (1976)', 'Doubilet, P; Rota, G.C; Stein, J, Combinatorial methods in invariant theory, Stud. appl. math., 53, 185-216, (1974)', 'Garnir, H.G, ThÃ©orie de la reprÃ©sentation linÃ©aire des groupes symÃ©triques, MÃ©m. soc. roy. sci. liÃ¨ge coll. in-8Â°, 10, 4, (1950)', 'Giambelli, G.Z; Giambelli, G.Z, Le varieta rappresentate per mezzo di una matrice generica di forme e la varieta generate da sistemi lineari proiettivi di forme, Atti lincei rend., Atti lincei rend., 14_{2}, 660-667, (1905)', ""Giambelli, G.Z, Ordine di una varieta piu ampia di quella rappresentata coll'annulare tutti i minori di dato ordine estratti da una matrice generica di forme, Mem. rend. ist. lomb., 11, 101-135, (1904)"", 'Gulliksen, T.H; Negard, O, Un complexe resolvant pour certains idÃ©aux dÃ©terminantiels, C. R. acad. sci. Paris, 274, 16-18, (1972)', 'Griffith, W.H, Cohomology of flag varieties in characteristic \\textit{p}, (), Harvard', 'Hochster, M, Grassmannians and their Schubert subvarieties are arithmetically Cohen-Macaulay, J. algebra, 25, 40-57, (1973)', 'James, G.D, A characteristic-free approach to the representation theory of the symmetric group, J. algebra, 46, 430-450, (1977)', 'Kempf, G, The singularities of certain varieties in the Jacobian of a curve, ()', 'Kempf, G, Vanishing theorem for flag manifolds, Amer. J. math., 98, 325-331, (1976)', 'Kempf, G, On the collapsing of homogeneous bundles, Inventiones math., 37, 229-239, (1976)', 'Kleiman, S.L, Geometry of Grassmannians and applications to splitting bundles and smoothing cycles, Inst. hautes Ã©tudes sci. publ. math. n^{o} 36, 281-298, (1969)', 'Laksov, D, The arithmetic Cohen Macaulay character of Schubert schemes, Acta math., 129, 1-10, (1972)', 'Lascoux, A, PolynÃ´mes symÃ©triques, foncteurs de Schur et grassmanniennes, ()', 'Littlewood, D.E, The theory of group character and matrix representations of groups, (1940), Oxford Univ. Press (Clarendon) London', '{\\scP. C. Roberts}, A minimal free complex associated to the minors of a matrix, preprint.', 'Specht, W, Die irreduziblen darstellungen der symmetrischen gruppe, Math. Z., 39, 696-711, (1935)', 'Svanes, T, Coherent cohomology on Schubert subschemes of flag schemes and applications, Advances in math., 14, 369-453, (1974)', 'Weyl, H, Classical groups, (1946), Princeton Univ. Press Princeton, N.J', '{\\scE.G.A., A. Grothendieck}, \\textit{Publ. Math.} I.H.E.S.', '()']"
3670590,Stable reflexive sheaves,['No review or Abstract available'],"['Hartshorne, Robin']","['stable rank 2 reflexive sheaves', 'Chern class', 'correspondence to generically local complete intersection Cohen-Macaulay curves', 'spectrum of reflexive sheaf', 'stratification of moduli space', 'vanishing theorems']","[{'code': '14F05', 'scheme': 'msc2010', 'text': 'Sheaves, derived categories of sheaves, etc.'}, {'code': '32L20', 'scheme': 'msc2020', 'text': 'Vanishing theorems'}, {'code': '14D22', 'scheme': 'msc2020', 'text': 'Fine and coarse moduli spaces'}, {'code': '57R20', 'scheme': 'msc2020', 'text': 'Characteristic classes and numbers in differential topology'}]",['10.1007/BF01467074'],"['Barth, W.: Some properties of stable rank-2 vector bundles of ?n. Math. Ann.226, 125-150 (1977)', 'Barth, W., Hulek, K.: Monads and moduli of vector bundles, manuscripta math.25, 323-347 (1978)', 'Barth, W., Elencwajg, G.: Concernant la cohomologie des fibrÃ©s algÃ©briques stables sur ?n(?). In: VariÃ©tÃ©s analytiques compactes (Nice 1977). In:Lecture Notes in Mathematics, Vol. 683, pp. 1-24. Berlin, Heidelberg, New York: Springer 1978', 'Brun, J.: Les fibrÃ©s de rang deux sur ?2 et leur sections (preprint)', 'Ein, L.: Stable vector bundles on projective spaces in char.p>0. Math. Ann.254, 53-72 (1980)', 'Ellingsrud, G., StrÃ¸mme, S.A.: Stable rank-2 vector bundles on ?3 withc 1=0 andc 2=3 (preprint)', 'Grothendieck, A.: Local cohomology. Lecture Notes in Mathematics,Vol. 41. Berlin, Heidelberg, New York: Springer 1967', 'Hartshorne, R.: Algebraic geometry. Graduate Texts in Mathematics, Vol. 52. Berlin, Heidelberg, New York: Springer 1977', 'Hartshorne, R.: Stable vector bundles of rank 2 on 176-1. Math. Ann.238, 229-280 (1978)', 'Hartshorne, R.: Algebraic vector bundles on projectives spaces: a problem list. Topology18, 117-128 (1979)', 'Hartshorne, R.: On the classification of algebraic space curves. In: Vector bundles and differential equations, Nice (1979), ed. A. Hirschowitz, pp. 83-112. Basel, Boston, Stuttgart: BirkhÃ¤user 1980', 'Maruyama, M.: Moduli of stable sheaves. I. J. Math. Kyoto Univ.17, 91-126 (1977)', 'Maruyama, M.: Moduli of stable sheaves. II. J. Math.Kyoto Univ.18, 557-614 (1978)', 'Matsumura, H.: Commutative algebra. New York: Benjamin 1970', 'Mori, S.: Projective manifolds with ample tangent bundles (preprint)', 'Mumford, D.: Lectures on curves on an algebraic surface. In: Annals of Math. Studies, Vol. 59. Princeton: Princeton University Press 1966', 'Okonek, C., Schneider, M., Spindler, H.: Vector bundles on complex projective spaces. Basel Boston, Stuttgart: BirkhÃ¤user1980', 'Takemoto, F.: Stable vector bundles on algebraic surfaces. Nagoya Math. J.47, 29-48 (1972)']"
3689556,Compactification of generalized Jacobians,['No review or Abstract available'],"[""D'Souza, Cyril""]","['compactification of generalized Jacobians', 'projective integral curve', 'representability of Picard functor', 'equidimensional morphism']","[{'code': '14K30', 'scheme': 'msc2020', 'text': 'Picard schemes, higher Jacobians'}, {'code': '14E15', 'scheme': 'msc2020', 'text': 'Global theory and resolution of singularities (algebro-geometric aspects)'}, {'code': '14B25', 'scheme': 'msc2020', 'text': 'Local structure of morphisms in algebraic geometry: Ã©tale, flat, etc.'}]",No doi or fulltext link available,No refrences available
3704735,Algebroid curves in positive characteristic,['No review or Abstract available'],"['Campillo, Antonio']","['algebroid curves', 'positive characteristic', 'Newton coefficient', 'characteristic pair', 'maximal contact', 'class of equisingularity']","[{'code': '14H20', 'scheme': 'msc2020', 'text': 'Singularities of curves, local rings'}, {'code': '14G99', 'scheme': 'msc2020', 'text': 'Arithmetic problems in algebraic geometry; Diophantine geometry'}, {'code': '32B05', 'scheme': 'msc2020', 'text': 'Analytic algebras and generalizations, preparation theorems'}, {'code': '13F25', 'scheme': 'msc2020', 'text': 'Formal power series rings'}, {'code': '14-02', 'scheme': 'msc2020', 'text': 'Research exposition (monographs, survey articles) pertaining to algebraic geometry'}, {'code': '14E15', 'scheme': 'msc2020', 'text': 'Global theory and resolution of singularities (algebro-geometric aspects)'}]",No doi or fulltext link available,No refrences available
3717687,The Milnor number and deformations of complex curve singularities,['No review or Abstract available'],"['Buchweitz, Ragnar-Olaf', 'Greuel, Gert-Martin']","['constancy of Milnor number at deformations of curves', 'equisingularity', 'complex reduced curve singularities', 'simultaneous resolution of family of reduced curves']","[{'code': '32S30', 'scheme': 'msc2020', 'text': 'Deformations of complex singularities; vanishing cycles'}, {'code': '32S45', 'scheme': 'msc2020', 'text': 'Modifications; resolution of singularities (complex-analytic aspects)'}, {'code': '32Sxx', 'scheme': 'msc2020', 'text': 'Complex singularities'}, {'code': '14E15', 'scheme': 'msc2020', 'text': 'Global theory and resolution of singularities (algebro-geometric aspects)'}, {'code': '14H20', 'scheme': 'msc2020', 'text': 'Singularities of curves, local rings'}, {'code': '14B05', 'scheme': 'msc2020', 'text': 'Singularities in algebraic geometry'}]",['10.1007/BF01390254'],"[""[A'C] A'Campo, N.: La fonction zÃªta d'une monodromie, Comment. Math. Helv.50, 233-248 (1975)"", '[A-K] Altman, A., Kleiman, S.: Introduction to Grothendieck Duality Theory, SLN 146, Berlin Heidelberg New York: Springer-Verlag 1970', '[Ba] Bassein, R.: On Smoothable Curve Singularities: Local Methods, Math. Ann.230, 273-277 (1977)', '[Be] Berger, R.: Differentialmoduln eindimensionaler lokaler Ringe, Math. Zeitschrift81, 326-354 (1963)', '[B-G] Buchweitz, R.-O., Greuel, G.-M.: Le nombre de Milnor, Ã©quisingularitÃ© et deformations de singularitÃ©s des courbes rÃ©duites, C. R. Acad. Sci. Paris,288, 35-38 (1979)', '[B-G-G]Briancon, J., Galligo, A., Granger, M.: DÃ©formations Ã©quisinguliÃ¨res des germes de courbes gauches rÃ©duites, preprint of the Dep. of Math., University of Nice, France', '[Br] Brieskorn, E.: Die monodromie der isolierten SingularitÃ¤ten von HyperflÃ¤chen, manuscripta math.2, 103-161 (1970)', ""[Do] Douady, A.: SÃ©minaire Bourbaki, Exp. 404, 1971/1972; see also: Douady, A., Verdier, J.L., SÃ©minaire de l'E.N.S. 1971/1972, astÃ©risque16 (1974)"", ""[EGA] Grothendieck, A., DieudonnÃ©, J.: ElÃ©ments de gÃ©omÃ©trie algÃ©brique I?IV, Publ. de l'IHES4, 8, 11, 17, 20, 24, 28, 32"", '[El] Elzein, F.: Complexe dualisant et applications, ThÃ¨se Paris VII, 1976', ""[Gi] Giusti, M.: Classification des singularitÃ©s isolÃ©es simples d'intersection complÃ¨tes, preprint"", '[Go] Godement, R.: ThÃ©orie des faisceaux, Paris: Hermann 1964', '[G1] Greuel, G.-M.: Der Gauss-Manin-Zusammenhang isolierter SingularitÃ¤ten von vollstÃ¤ndigen Durchschnitten, Math. Ann.214, 235-266 (1975)', '[G2] Greuel, G.-M.: Deformation spezieller KurvensingularitÃ¤ten und eine Formel von Deligne, preprint', '[Gr] Grothendieck, A.: Local Cohomology, SLN 41, Berlin Heidelberg New York: Springer-Verlag 1967', '[Ha] Hamm, H.: Habilitationsschrift, GÃ¶ttingen 1974', '[H] Hartshorne, R.: Residues and Duality, SLN 20, Berlin Heidelberg New York: Springer-Verlag 1966', '[H-K1] Herzog, J., Kunz, E.: Der kanonische Modul eines Cohen-Macaulay-Rings, SLN 238, Berlin Heidelberg New York: Springer-Verlag 1971', '[H-K2] Herzog, J., Kunz, E.: Die Werthalbgruppe eines lokalen Rings der Dimension 1, Ber. Heidelberger Akad. Wiss., II. Abhandlung 1971', '[Hi] Hironaka, H.: On the Arithmetic Genera and the Effective Genera of Algebraic Curves, Mem. Coll. Sci., Univ. of Kyoto30, 177-195 (1957)', '[Hu] Hudson, J.F.P.: Piecewise linear topology, W.A. Benjamin 1969', '[K-V] Kiehl, R., Verdier, J.L.: Ein einfacher Beweis des KohÃ¤renzsatzes von Grauert, Math. Ann.195, 24-50 (1971)', ""[LÃª1] LÃª, D.T.: Sur un critÃ¨re d'equisingularitÃ©, in: SÃ©minaire F. Norguet, Proceedings 1970-1973, SLN 409 Berlin Heidelberg New York: Springer-Verlag 1974"", ""[Le2] LÃª, D.T.: La monodromie n'a pas de points fixes, J. of Fac. Sc. Univ. Tokio,22, 409-427 (1975)"", ""[L-L-T] Lejeune, M., LÃª, D.T., Teissier, B.: Sur un critÃ¨re d'Ã©quisingularitÃ©, C. R. Acad. Paris271, 1065-1067, SÃ©rie A (1970)"", ""[L-R] LÃª, D.T., Ramanujam, C.P.: The Invariance of Milnor's Number implies the Invariance of the Topological Type, Am. J. of Math.,98, 67-78 (1976)"", '[Li] Lickorish, W.B.R.: The Piecewise Linear Unknotting of Cones, Topology4, 67-91 (1965)', '[L-T] Lipman, J., Teissier, B.: Introduction to volume IV of the Collected Papers of O. Zariski, in press (1980)', '[Mi] Milnor, J.: Singular Points of Complex Hypersurfaces, Ann. of Math. Studies 61, Princeton 1968', '[Pi] Pinkham, H.: Deformations of Algebraic Varieties with \\(\\mathbb{G}_m \\) -action, astÃ©risque 20, 1974', '[Se] Serre, J-P.: Groupes algÃ©briques et corps des classes, Paris: Hermann 1959', '[Te1] Teissier, B.: Introduction to Equisingularity Problems, Proc. of the AMS29, 593-632 (1975)', '[Te2] Teissier, B.: The Hunting of Invariants in the Geometry of Discriminants. In: Real and Complex Singularities (P. Holme, ed.), Northholland 1978', ""[Te3] Teissier, B.: RÃ©solution simultanÃ©e I, II. In: SÃ©minaire Demazure-Pinkham-Teissier 1976/1977, in press; see also: Teissier, B.: Sur divers conditions numerique d'Ã©quisingularitÃ© des familles de courbes, preprint at the Ecole Polytechnique, EP/M 208.0675, 1975"", '[Te4] Teissier, B.: DÃ©formations Ã type topologique constant, in: SÃ©minaire Douady-Verdier 1971/1972, astÃ©risque 16, 1974', ""[Ti] Timourian, J.G.: The Invariance of Milnor's Number implies Topological Triviality, Am. J. of Math.99, 437-466 (1977)"", '[Z1] Zariski, O.: Studies in Equisingularity, I, II, III, Am. J. of Math.87, 507-536, 972-1006 (1965) Am. J. of Math.90, 961-1023 (1968)', '[Z2] Zariski, O.: Open Questions in the Theory of Singularities, Bull. AMS77, 481-491 (1971)', '[Z3] Zariski, O.: The Elusive Concept of Equisingularity and Related Questions. In: Algebraic Geometry, The Johns Hopkins Centennial Lectures (J.I. Igusa, ed.), Johns Hopkins University Press 1977', '[Z4] Zariski, O.: Characterization of Plane Algebroid Curves whose Module of Differentials has Maximum Torsion, Proc. National Academy of Sciences,56, 781-786 (1966)', '[Z5] Zariski, O.: Contributions to the Problem of Equisingularity. In: Problems in Algebraic Geometry, C.I.M.E., Ed. Cremonese, Roma, 1969']"
